Iteracion,AVG1,AVG2,AVG3,Mejor Costo,Peor Costo,Mejor Promedio,Píldora,Posición,Nombre del Hilo
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,20,17,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,16,18,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,15,19,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,21,20,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,24,21,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,17,22,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,26,23,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,27,24,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,25,25,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,29,26,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,34,27,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,28,28,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,36,29,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,30,30,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,31,31,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,33,32,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,35,33,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,32,34,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,1,1,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,10,2,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,7,3,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,5,4,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,4,5,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,8,6,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,2,7,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,12,8,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,11,9,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,6,10,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,3,11,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,9,12,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,13,13,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,22,14,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,19,15,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,17,16,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,21,17,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,16,18,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,18,19,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,24,20,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,14,21,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,15,22,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,20,23,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,23,24,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,26,25,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,31,26,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,36,27,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,27,28,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,29,29,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,30,30,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,35,31,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,25,32,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,34,33,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,33,34,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,32,35,Hilo 1
Iteración No. 29,159.1,NaN,NaN,104.0,200.0,98.02857142857142,28,36,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,1,1,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,5,2,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,3,3,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,4,4,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,9,5,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,7,6,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,8,7,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,11,8,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,6,9,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,10,10,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,2,11,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,15,12,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,13,13,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,17,14,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,20,15,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,21,16,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,14,17,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,18,18,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,19,19,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,16,20,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,22,21,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,23,22,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,26,23,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,31,24,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,27,25,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,28,26,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,35,27,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,34,28,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,36,29,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,25,30,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,33,31,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,29,32,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,30,33,Hilo 1
Iteración No. 30,121.8,NaN,NaN,33.0,224.0,100.0,32,34,Hilo 1
